word,chinese_translation,frequency_18901,review_count_18901,example_context
disembark,disembark (动词),3,3,"review_0b22e1b2d35b9b921ada639d :: We took this excursion out of Talkeetna on a beautiful, bright afternoon at 7 pm, days before the summer solctice.  Billy was our pilot and took us to our plane, along with five ot..."
vaccinated,vaccinated (动词),3,3,"review_dbb57095e18eff929ac6c41a :: Well worth the experience! Very friendly, professional and thorough staff and pilot!  The lounge, waiting area, restrooms and overall premises was exceptionally clean and comfortab..."
spontaneously,spontaneously (副词),3,3,review_2064708f9f99c9dccebb4cc3 :: We walked up on the Fourth of July and my husband spontaneously booked tickets for everyone in our family - there are six of us! It was glorious seeing the mountain up close. We di...
plates,plates (名词),3,3,review_933dc4616145bc61617786c0 :: The flight tour of Denali and landing on Ruth Glacier was a spectacular trip and I highly recommend it to anyone interested in learning more about the Susitna river valley and Dena...
intentionally,intentionally (副词),3,3,"review_3576b5e7863aec48c08a7049 :: Office intentionally lied to us multiple times.

There were three levels of yours running - blue , yellow , green. We were booked for the highest tier - green on our way up to Dena..."
curteous,curteous,3,2,"review_9a950bd4ef43641a3d44c232 :: We had a wonderful time with Chad, our pilot. He was curteous and very informative throughout the flight.  We were told that we were in a rare group of the 5% to see all three larg..."
sledding,sledding (名词),3,3,"review_5fc4d01b9b568d47f938e817 :: My group had an action packed trip to Alaska with many activities to include fishing, whale watching, ATVing, and Dog Sledding.  However, the flight with K2 aviation was by far and..."
pup,pup (名词),3,3,review_4131ddaf792e9e22b2b51536 :: We had an excellent flight with pilot Chris. The entire K2 staff is great. They want all their guest to have a memorable experience but their main concern is for everyone's safety....
siblings,siblings (名词),3,3,"review_1eecf401911624af135adeb4 :: I don’t think I can find the words to explain how much I loved my experience with K2 but here goes nothing.

We took off (me and four other passengers) with Chris as our pilot in t..."
hauling,hauling (名词),3,3,"review_2c4d5147b886ed36f995d92b :: I’ve climbed glaciers and traveled around to see many more but despite plenty of time around some incredible mountains, the flight was absolutely worth it and k2 totally rocked it...."
instrumental,instrumental (形容词),3,3,"review_82b7a539891fd4ada7f21c4e :: Disappointed! 

K2 Aviation has the fancy sign, a prime spot in town, sweatshirts in the front of their office and even coffee, but they lack professional customer service.  Alaska..."
follows,follows (动词),3,3,"review_82b7a539891fd4ada7f21c4e :: Disappointed! 

K2 Aviation has the fancy sign, a prime spot in town, sweatshirts in the front of their office and even coffee, but they lack professional customer service.  Alaska..."
cuz,cuz,3,3,"review_d4e219e5ad04c7cca978102a :: Inexperienced pilots, lady at labby/desk so cute but she's lying straight in your face. Went on tour w landing on a glacier never happened.
Wasted 2days, can provide pictures cuz t..."
robot,robot (名词),3,3,"review_408c29d88a1f40558e8540ca :: We were lucky to send two nights in Talkeetna recently with Mt McKinley in full view. We went early in the morning to see if we could get on any flights and were told, yes, come ba..."
reasoning,reasoning (名词),3,3,"review_cc38d0126231a0c3d867c300 :: We were scheduled for a ""Denali Experience Flight"" with K2 Aviation on July 19th.  Before the scheduled departure time, we were all huddled on the porch for what I thought was to b..."
nit,nit (名词),3,3,review_bdb187d0ee3afc20656fc354 :: We picked a great day.  100 plus mile visibility.  Couldn’t get all the places we hoped to go due to strong winds off the mountain but our pilot Doug was amazing.  His flying skill...
milk,milk (名词),3,3,"review_79a62bff21a884d3646d16cb :: K2 was very professional, friendly organized. This was the highlight of our trip.  We would not have seen Denali if we had not taken this flight. The mountain from the ground was c..."
monotone,monotone (名词),3,3,review_b262ad0b092d632012683be6 :: I booked the Denali Grand Tour with glacier landing 5 months before our September trip.  I booked it for the afternoon we arrived in Talkeetna so that we had 2 back-up days in case...
moored,moored (动词),3,3,"review_d0c066ceca57cea7290800b3 :: Flight with ""Sir"" Captain Eric in May was enjoyable, entertaining and informative. We were well briefed before takeoff and were provided information about the Fjords and our flight..."
meters,meters (名词),3,3,"review_98e94fc2652c985d4ab7d858 :: Fantastic Experience - We had the most beautiful flightseeing. The pilot Chris was fun and competent, certainly one of the best. He could even all data in meters 😊..."
bradford,bradford (名词),3,1,"review_ea6568d818f4d2c9b5127fac :: Billy was our pilot on the1959 Bever, after explaining all the safety material we loaded up and were off on a glacier landing thanks to K2 Aviation.    This trip was absolutely bea..."
lending,lending (名词),3,3,review_fdb5971e6bb90d1484cc5eef :: Our flight over the mountains with the glacier landing was the highlight of a great two weeks in Alaska. It was a last-minute decision to go. I called K2 first thing in the morning...
dinali,dinali,3,3,"review_0e2f6e0636c8ea5733a3045f :: My wife and I did this air tour and thoroughly enjoyed it.  In addition to the pilot, Randy, there were three others on the flight.  We flew in a very well maintained 1958 deHavill..."
sleeve,sleeve (名词),3,3,review_a9342242d2905931801ee73d :: K2 was excellent from booking to checking in to the actual flight itself.  We took lots of awesome pictures and videos during the flight and on the glacier.  It was a truly out-of-...
toys,toys (名词),3,3,review_7858d1f1019e02f9d71d097a :: This is a very special airline.  The staff are fantastic and they really know Alaska and the mountain aviation conditions yet they have a good sense of humour (which they need).  O...
landforms,landforms,3,3,"review_7fdb924ff5d7a9a811140627 :: We arrived in Talkeetna with a Summit tour with glacier landing booked. Unfortunately, Denali had other plans, weatherwise, so K2 allowed us to push our reservation to the followin..."
ness,ness (名词),3,3,"review_00e2633986f873623596db6a :: In July, I did the glacier landing tour. My pilot was excellent. Weather was gorgeous - very clear day and resulting clear views of Denali mountain range. Their shuttle picked me u..."
beloved,beloved (名词),3,3,"review_d468faa0a55740eabfa5617a :: We had a trip  with them.I had such an experience in Nepal but I can not forget it in my life,it is a lifetime experience no doubt.From so near I visited the glacier,oh! amazing.I ..."
fork,fork (名词),3,3,review_0e35b5586fbfbc6e8d2e7078 :: Do not debate whether or not you should fork over $250-$300 for the McKinley flier. Just do it! This is a once-in-a-lifetime experience that you will never forget. It will move you...
competency,competency (名词),3,3,review_0df0d57bc7e2e4d699d82f0f :: We had a great flight around Danali and the other mountains plus a glacier landing and a bit of exploring. As a commercial pilot I appreciated the service and competency of the org...
kesugi,kesugi,3,2,"review_d7ac38f07bd2849e4ec7534d :: My fiance and I spent two days hiking the Kesugi Ridge, staring at Mt. McKinley and decided once we got off the trail, we wanted to see McKinley up close and personal. We're pretty..."
conducting,conducting (名词),3,3,"review_b182b23f325459b85b7d6eaf :: Although it had snowed too much the previous couple of days to do a glacier landing, the K2 team gave us options for conducting the flights up the glacier valleys and made sure we ..."
seldom,seldom (副词),3,3,"review_436b7e8195adb6952dd271f4 :: So glad I experienced this up close,unique view of Denali. Booked the Glacier landing tour but weather didn't allow a landing. Pilot extended the flight time to make up for it,plus..."
yapping,yapping (动词),3,3,"review_70c8396aff5bfc3bec70eb59 :: A great experience. The only was to get up close and personal with Denali mountain, unless you climb it. K2 was very professional. The check in went smoothly, and pretty soon we we..."
summiting,summiting (动词),3,3,review_ed2c6bb51bdfb79a004c7314 :: I didn't book our flight tour while planning the trip but it was on my bucket list. On our way to Denali we stopped in Talkeetna. Once I saw the k2 aviation building I pulled in th...
blending,blending (名词),3,3,"review_72096419ada03a01561fdb78 :: Couldn't have asked for better weather, better flight, or better air tour around Denali and onto the glacier.

The tour adjusts his flight path according to weather conditions.  Ou..."
pub,pub (名词),3,3,review_f8b7a815ab245d8841046cbc :: We booked this on our own (not through cruise) with 2 other couples.  Rented a car from Anchorage and drove to Talkeetna which is a cute little village with a great brew-pub for lu...
resolve,resolve (名词),3,3,review_e76293182a782a9877f1f2e7 :: So disappointing.  I reserved the flight far ahead and was so excited but to spend that much money only see the inside of a small plane was heartbreaking.  There were only 4 people...
alps,alps (名词),3,3,review_ebe50fa1f04e3a732bd3d180 :: Two couples were on a Princess cruise/land trip. One member if the group wanted to take a flight that included landing on a glacier near Denali. The rest of us hesitatingly acquies...
imperceptible,imperceptible (形容词),3,2,"review_5017f29c4699cdf6edac026c :: If you had one day in Alaska and had to pick one thing to do, flying with K2 Aviation to Denali National Park for a 3 hour hike (guided by Alaska Alpine Adventures) surrounded by g..."
width,width (名词),3,3,"review_9467930357c1eebbdfd5f95c :: Denali was cloudless on Monday September 10,2018.  Perfect to experience what Denali is all about. Went to K2 Aviation and from beginning to end had the friendliest, kindest help i..."
elliot,elliot,3,1,"review_5017f29c4699cdf6edac026c :: If you had one day in Alaska and had to pick one thing to do, flying with K2 Aviation to Denali National Park for a 3 hour hike (guided by Alaska Alpine Adventures) surrounded by g..."
