tour_name,rating,fear_words,has_pilot,fear_sentence,pilot_sentence,full_text
Talkeetna Air Taxi,5,nervous,1,"Our pilot, Paul, was very knowledgeable about the area and put his nervous passengers immediately at ease","Our pilot, Paul, was very knowledgeable about the area and put his nervous passengers immediately at ease","An Unforgettable Experience! . We did the Grand Denali tour with the glacier landing and to say it was once of the most amazing experiences of our lives is an understatement.  The weather was with us for the most part, so the views were incredible.  Our pilot, Paul, was very knowledgeable about the ..."
Talkeetna Air Taxi,5,nervous,1,"Our pilot was very professional and made me feel confident in the ride, even though I was nervous about the flight","Our pilot was very professional and made me feel confident in the ride, even though I was nervous about the flight","Wow! Amazing trip and awesome staff . Booking was simple and the staff was very friendly. When we finally arrived a few months after we made the reservation, the staff treated us so well. Emily and the rest of the ladies at the check-in desk were fantastic. The flight was easy and smooth. Our pilot ..."
Talkeetna Air Taxi,5,scared,0,"So do not hesitate to sign up and scared of not flying, they will work with you and have promised to refund the money if unable to complete the flight",,Not disappointed . Weather has made us cancel twice and sickness one other time.  Even with all of this the people are wonderful to work with.  We have scheduled for one more try and hope we can get to fly third time.  Weather was preventing us from landing on a glacier but most of the other trips w...
Talkeetna Air Taxi,5,fear,1,The eight of us were apprehensive (huge fear factor) but trusted reviews and recommendations that this would be the trip of a lifetime,"Our pilot, Richard, gave us great commentary as he took us up close and personal to Denali and the other peaks and then, what we think may have even been better, followed the paths of glaciers | Everyone - from the ladies at the counter to the guys who drove us the short shuttle to the plane to our pilot - was fantastic to meet and excited for our excitement","Magnificent! . The eight of us were apprehensive (huge fear factor) but trusted reviews and recommendations that this would be the trip of a lifetime. SO true!! And the ladies at the counter calmed us down right away, reassuring us that it would be a peaceful flight with a magnificent view of the pe..."
Talkeetna Air Taxi,5,nervous,1,I was incredibly nervous prior to flying,"However, our pilot, Andy, made me feel at ease and provided a wonderful, smooth flight","Once in a lifetime views! . Had a SAFE flight on this airline! I was incredibly nervous prior to flying. However, our pilot, Andy, made me feel at ease and provided a wonderful, smooth flight. He really knew his stuff, and gave great commentary, eager to take questions. He provided incredible views,..."
Talkeetna Air Taxi,5,"fear, scared",1,Our pilot made me feel comfortable as I was a little scared | I had never flown in a small plane and have a fear of heights,Our pilot made me feel comfortable as I was a little scared,"Best part of Alaska visit . My husband and I agree that Talkeetna Air Taxi flightseeing was #1 on our list of favorite Alaska memories. It was a fabulous experience!  TAT greeted us with a smile, checked us in, got us into our boot covers and on to our flight within minutes.  Our pilot made me feel ..."
Talkeetna Air Taxi,5,frightened,1,"The views were outstanding, the pilot was very informative and extremely patient in answering the huge amount of questions asked by our youngest ""flyer"" and in dealing with a very frightened young ""flyer","The views were outstanding, the pilot was very informative and extremely patient in answering the huge amount of questions asked by our youngest ""flyer"" and in dealing with a very frightened young ""flyer","Glacier Views . The views were outstanding, the pilot was very informative and extremely patient in answering the huge amount of questions asked by our youngest ""flyer"" and in dealing with a very frightened young ""flyer.""..."
Talkeetna Air Taxi,5,nervous,1,"My wife who is somewhat of a nervous flyer, thoroughly enjoyed the trip and was amazed at the ""smoothness of the flight""",Dan was amazing as our pilot and tour guide,"WOW best describes the day . Probably the coolest thing we've ever done. Beautiful day to fly, the views are simply amazing! Dan was amazing as our pilot and tour guide.  To see Denali, Hunter, Foraker and the other peaks from this view can't be described any other way than WOW.  Landing on Ruth gla..."
Talkeetna Air Taxi,5,scared,1,I was a little worried that I would be scared but we felt very very safe,Our pilot and everyone involved was wonderful,Best way to see Denali . We LOVED our flight with Talkeetna Air Taxi. Our pilot and everyone involved was wonderful. Seeing Denali from the air was more beautiful than I could have imagined. I was a little worried that I would be scared but we felt very very safe. It was an amazing trip. Far exceede...
Talkeetna Air Taxi,5,nervous,1,We were never nervous,"Really beautiful views, and our pilot (who has been doing this flight/landing several times a day for 14 years","Simply wonderful . Our family of 6, including my 81 yo father-in-law and his wife all did the Denali flight with glacier landing on our recent 10 day trip to Alaska.  It was the highlight of our trip. Really beautiful views, and our pilot (who has been doing this flight/landing several times a day f..."
Talkeetna Air Taxi,5,nervous,1,"Our pilot, Michael, was very competent and made a few who were nervous feel very reassured that we were in good hands","Our pilot, Michael, was very competent and made a few who were nervous feel very reassured that we were in good hands | In addition to flying the plane he was an excellent guide who told us about what we were seeing, history, etc",Amazing Experience! . The weather was good so we walked up and were able to schedule a flight for several hours later.  As a group of six we received a small discount. Check-in was easy - they weighed all of us plus whatever we were taking on the plane.  Bring a jacket - it's cool up there. Since we...
Talkeetna Air Taxi,5,nervous,0,"I'm generally pretty nervous in small aircraft, but she put my mind right at ease",,"Great flightseeing experience! . I cannot say enough good things about our flightseeing tour with Talkeetna Air Taxi! We had a group of 4, and had the pleasure of flying with Michelle. She gave us a great tour with lots of interesting facts and history. I'm generally pretty nervous in small aircraft..."
