word,chinese_translation,stage_origin,frequency_2500,review_count_2500,example_context
screening,screening（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_6c747674597f65b44f3632d6 :: This helicopter trip was the highlight of our trip to GC. I appreciated the safety protocols that they took to keep us all safe (temps, masks, screening). The pilot was informative..."
screwed,screwed（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_e68e4472a8fa5075641e96df :: We booked our round trip flight online and the people were great to work with very helpful and answered all questions repeatedly. We flew on a scheduled flight to Edna Bay Alaska a...
scrubbed,scrubbed（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
seal,seal,Stage 2 (2000 Expansion),1,1,review_sample :: Sample review context for seal...
sealed,sealed,Stage 2 (2000 Expansion),1,1,"review_f3b2c22f8292b4045b6b7d5d :: We tried to arrange a glacier landing while we were visiting Haily but the weather prevented us from flying there.  So on our way back to Anchorage, we stopped by Talkeetna Air Tax..."
secluded,secluded（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_c8f2557764adf5c3c46b55d8 :: Had a wonderful flight over Kauai with out pilot Harry.  He was very knowledgeable about the history of the island, and had lots of recommendations for beaches and other island hig..."
seeds,seeds（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_856d2aa6a78e7be940af3eac :: This was a once in a lifetime, amazing, beautiful experience. 

- the flight out of Scottsdale through the river valleys is beautiful.
- you get to see both north and south side of..."
seemless,seemless,Stage 2 (2000 Expansion),1,1,review_0fe86f49cd61d72e5b4cdd2f :: So happy Tim (Denali Outlook) recommended Air Taxi for flight up to the glaciers. What an experience. Pilot was GREAT. Process at the desk was seemless. Highly recommend this fligh...
selection,selection（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_84567c3c81f2c0470c53f784 :: The flight was very smooth and I enjoyed the pilots selection of music during the flight and the interesting facts and stories about the area.
selections,selections（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
sendet,sendet（中性词）,Stage 1 (500 Discovery),1,1,review_3885fbb562741c1e5481aaee :: For our flight back to Kalkeetna Earlier as sheduled because of the bad weather K2 has sendet a plane for is two climbers.
senior,senior（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_6d2e6bb73c4b8bc5c6d144b0 :: We were picked up at our cruise ship dock by a driver with a van and taken to the take-off site.  Senior pilot Mike took us on an approximately 70 minute round-trip into the fiords...
sentence,sentence（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_942191570bc6c27e6f1ef0b4 :: My experience was awful. The pilot literally ignored every sentence I had spoken and pretended like we were invisible. He was only friendly to another family that were on the plane...
separated,separated,Stage 2 (2000 Expansion),1,1,"review_f7b35fca75b01a7401031df5 :: This was part of another tour that had eight people on it, including our two traveling companions.  We were separated from our companions and put on two different planes. We were i..."
sequence,sequence（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_585fd4de71474864f99ab2f5 :: I had taken a family summer trip for a half hour seaplane with lake landing. The pilot had a terrible and rude attitude and was not willing to provide any conversation. He seemed t...
serve,serve,Stage 2 (2000 Expansion),1,1,review_b5b9b1ac5889a39e26c6a963 :: The entire team at AirVentures was amazing. Jill and her husband make you feel like family. And JT was a great pilot tour guide. That’s a pretty amazing task to do at once. The who...
severely,severely（副词/程度词）,Stage 1 (500 Discovery),1,1,"review_bab9df7e8bd9919aeef4816d :: The Grand Canyon scenery was absolutely spectacular from the ground so we were expecting even better views from the helicopter flight over the Grand Canyon. However, unfortunately ..."
sexy,sexy,Stage 2 (2000 Expansion),1,1,review_893444b3d94421317b589b22 :: Our family loved this tour of the grand canyon from the air. It our first view of the canyon and they had headsets to listen to music and information about the canyon. The pilots w...
shadow,shadow,Stage 2 (2000 Expansion),1,1,review_sample :: Sample review context for shadow...
shallow,shallow（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_a1b9ae2101724c285285400e :: You need to cross a bit of shallow water to board the plane so you will need either water-proof shoes or the ability to take off your shoes and roll-up your trousers!
shark,shark（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_2f2fabf3ad89d81f441b1162 :: Three of us went on the tour on Mar 16. We got there early and were warmly greeted and told we could leave early. Our pilot was very knowledgeable of the air and went to great leng...
shell,shell（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_f225a6425587ab65f3221474 :: Had a great flight with Wings Over Kauai. I really liked the personal touches that Bruce and Ellen added.  When I arrived a was given a shell necklace and flower to wear behind my ...
shifted,shifted,Stage 2 (2000 Expansion),1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl..."
shiny,shiny,Stage 2 (2000 Expansion),1,1,review_aacfa230f0697fa4e1199e69 :: This was absolutely a dream come true!  I could not have asked for a more amazing experience in my life! I literally cried with joy and awe at the beauty I took in from the back of...
ship's,ship's（中性词）,Stage 1 (500 Discovery),1,1,"review_442bd14270e4cf874af0ab43 :: However, due to our ship's limited time in port last year, along with poor tidal conditions, we were not able to actually get to the trail head and take our tour."
shipwreck,shipwreck,Stage 2 (2000 Expansion),1,1,"review_0da11c2491c16de35e73db28 :: A wonderful trip in Maui. I’m so glad to see the most interesting places including Molokai sea cliffs, Lanai shipwreck and the Molokini. The weather is windy, but it is not a probl..."
shoot,shoot,Stage 2 (2000 Expansion),1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven..."
shoplocal,shoplocal（中性词）,Stage 1 (500 Discovery),1,1,"review_d780f91654b1c9f99a2a236a :: We so enjoyed doing some Christmas shopping in downtown Moab! And want to give a BIG shout out to Allysa Keogh for staying late and helping us pick out gifts jewelry, bags and coff..."
shopped,shopped（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_6b104787c651e67fd89f534f :: I don't know how this company doesn't have thousands of reviews. My wife and I had been on helicopter tours in Vegas and went on an airplane tour over the Grand Canyon a couple of ...
shorted,shorted（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
shorts,shorts（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_f5ff83b24533166f9a04eddb :: Terrible experience, don’t recommend. They schedule flights every 30 mins and don’t do maintenance between flights. When we arrived this super young pilot comes out in shorts and f..."
shouldering,shouldering（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
showtime,showtime（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
signal,signal（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
signature,signature,Stage 2 (2000 Expansion),1,1,"review_b2aa9e3ead866ad927fba1ad :: Excellent flight and right on time, easy check in being no TSA out of Signature Aviation in SLC. The views were amazing along the way and the pilot was super nice and knowledgeable..."
silent,silent（客观属性词）,Stage 1 (500 Discovery),1,1,"review_5a1b8e811f271cd72ec5f404 :: The view from the flight is fantastic, but the pilot is silent throughout the flight, not a single word of introduction, which is quite different from my other tour experience."
silver,silver（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_af6e91837198d33f81e2790e :: We paid to get a ride on a 30 seater and were taken on the tarmac to a beater silver plane in the back. The plane had clank noises when turning on the runway. The pilot was reading...
sincere,sincere,Stage 2 (2000 Expansion),1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
singles,singles（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_3be86b281748fcad0f0f0b34 :: This is a bucket lister for sure. We called one day ahead and made the reservation with ease. I must say the young men who answered the phone had some of the nicest manners I have ...
sits,sits,Stage 2 (2000 Expansion),1,1,review_10fbd937c93c8e5b1ea0bd58 :: I traveled to Alaska for my 50th birthday and my experience with K2 sits on the top of my list and we did ALOT. We flew around Denali Mtn. on the 2 hour glacier landing trip. I lov...
skeem,skeem（中性词）,Stage 1 (500 Discovery),1,1,review_b4e21de5e1f75713d8c046cc :: The flight had beautiful views of the Alaskan mountains including Denali.  It really helped us to understand how massive the area is and how small we are in the grand skeem of thin...
skier,skier（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_9406c0f7b673118b01c4a820 :: This is the second time I have made the trip..and it's an approxinately 1.50 hour trip of absolute wonder. We landed approx 11,000 ft. I really can't express the sheer joy of seein..."
skimming,skimming（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
skin,skin（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_ae2ecce2195633184719de13 :: Wow where to begin ...This was one of the Best Ever Tours we’ve ever done. Our Seaplane Capt Anderson was Brilliant, I’ve been on a bigger Seaplane before but never one so small th..."
slapping,slapping（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_342e110195857bea58aeaba7 :: We took this sightseeing flight around the island Kauai with Air Ventures. Their website is www.airventureshawaii.com. We paid $125 per person for a 1 hr tour. The tour was in an a...
