word,frequency,review_count,example_context,is_emotion,reason
tardy,1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl...",True,sentiwordnet_score
teary,1,1,"review_c602155441c88a5da2dca24a :: Company was referred to us by another, who could not accommodate plus size. These folks picked up up at Anchor Cove Mall (free shuttle from cruise ship), fast ride to airport. 
Eri...",True,sentiwordnet_score
tender,1,1,"review_a6425ff1171e21e3392aa88c :: The personnel at Air Ventures cordial, helpful and polite.  I would recommend their services to anyone wanting to get a great aerial view of the Island of Kawaii.

Our pilot, rob, ...",True,sentiwordnet_score
tends,1,1,"review_0918b7cbf88b27b0eed5fe55 :: I had a very memorable flight with Ray on the stick and sights of a lifetime viewed out the window.  Both Jill & Ray were extremely friendly, informative and accommodating.  With R...",True,sentiwordnet_score
test,1,1,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma...",True,sentiwordnet_score
thickest,1,1,"review_4cfbfd070d05b499dd977606 :: There are a few places in the world where pictures just don't work.  The Grand Canyon, the Sistine Chapel, the Dancing House of Prague to name a few.  What you will see on a glacie...",True,sentiwordnet_score
thirsty,1,1,"review_6d3020dba74a5ddcb9ad9b9b :: This tour was good but not excellent. We did a small aircraft flight to the grand canyon and then a helicopter flight over the canyon, followed by lunch at one of the viewpoints of...",True,sentiwordnet_score
thomas,1,1,"review_da71c771f3b88bd4bcae12e6 :: First time to see Kauai from the air and we so enjoyed the breathtaking views of this beautiful island. Carter (Bruce's son), & Thomas (friend) got us all checked in & prepared for...",True,sentiwordnet_score
threaten,1,1,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl...",True,sentiwordnet_score
throwing,1,1,review_ea96a0975b986ee07b635b11 :: We went on a flight with Leighan including a glacier landing. The views are spectacular and it was so much fun throwing snowballs in the middle of summer on the glacier. Leighan is...,True,sentiwordnet_score
tier,1,1,review_5f0766410c2f8f95d99f8948 :: Incredible. Tough to capture in words. It was a magnificent experience: the views/landscapes/Denali & the Alaska Range; plus Talkeetna Air Taxi was top-tier at accommodating our in...,True,sentiwordnet_score
timeless,1,1,review_857028e9eccb4000cb5ee676 :: It's quite a few years ago since my wife and I did this flight but it was so memorable that it seems like only yesterday. After being picked up around teatime and taken to the airp...,True,affect_suffix
topper,1,1,"review_297816c223f0885e99c4fc19 :: For a first timer, nothing tops a fly over the spectacular sights of this island. And AirVenture did it best thanks to their exceptional ground and air staff. Our pilot Eric, who c...",True,sentiwordnet_score
topping,1,1,"review_87c87c6fa2e4a67ececb02dd :: At the time of booking, we were debating about the drive and cost. But believe me it was worth every penny. Topping that was the friendly staff, awesome pilot from Florida Prof. Me...",True,sentiwordnet_score
totality,1,1,"review_bccc775202f3e86d56067d4a :: From start to finish this was an awesome experience. Booking was simple with Val, day of with Gayle and Lindsay was great so professional and informative. Mark, our pilot was profe...",True,sentiwordnet_score
touching,1,1,review_65f6eeef22d6baf1636ca70e :: I have travelled to many parts of the world but this 2 hour flight with TAT is THEE BEST experience I can ever recall. They are seasoned professionals that will greatly exceed your...,True,wordnet_verb.emotion
tragic,1,1,"review_c503f060e1522d96b60e8dca :: In late Jan I took my wife on this tour for her BD. While I’ve spent numerous hours (military’s & law enforcement) aboard helicopters, she had never experienced it...
nor had she e...",True,sentiwordnet_score
transparency,1,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther...",True,sentiwordnet_score
trek,1,1,review_7eba8bdc72f52311d2e6d12a :: More than two months before our visit to Alaska we researched Denali mountain flights and scheduled a flight with Talkeetna Air Taxi. Major considerations were their generous resch...,True,sentiwordnet_score
tremendously,1,1,"review_106ed0bd166fec6500715cf1 :: My husband and I had a great time on our flightseeing trip with Wings Over Kauai. The captain, Bruce, makes you feel completely comfortable and it helps tremendously that he is so ...",True,sentiwordnet_score
triangle,1,1,"review_c30a58825109984f60c56e27 :: We made Quick sand triangle at 8 pm. We had beautiful light. Flight was very nice. The pilote is very good. We landed with wind, but He made a very smooth landing !!!...",True,sentiwordnet_score
tropic,1,1,review_270a165602be9054c8b6702a :: We arrived on our cruise ship Thursday and took the free shuttle (although it's just a 5 -10 minute walk out the cruise terminal gates to the road on the right) to the Anchor Cove ...,True,sentiwordnet_score
trustworthy,1,1,"review_d579c7ce2ec144775d909031 :: My family and I booked a package tour with Friday Harbor Seaplanes and Western Prince Explorer Whale Watching. We all had a great and comfortable time on the flight, which felt saf...",True,sentiwordnet_score
uncharted,1,1,"review_e099cae1c2bb904813753615 :: There is no way to experience Canyonlands National Park that is more comprehensive, picturesque, or outright thrilling than a scenic flight. From take off to landing, I was complet...",True,sentiwordnet_score
underground,1,1,"review_0cf8290af6a3504f8b5f33d9 :: We had a wonderful time on our flight with Wings Over Kauai! I had looked at helicopter tours as well, but we chose a fixed-wing flight because it's far safer (check out Kauai Unde...",True,sentiwordnet_score
understandable,1,1,"review_0ce4003f979133c9c8390ce6 :: We did this on our third day and really were glad that we did. We did the 1-hour tour and got the free DVD for booking online. (By the way, the DVD is worth it if you book online a...",True,sentiwordnet_score
understated,1,1,review_2314eff01c8d91698d1ba747 :: My girlfriend and I wanted to do something unique and memorable on our Maui vacation. This was it. We really wanted to see the Molokai sea cliffs and the unfortunate landslide on t...,True,sentiwordnet_score
undertaking,1,1,"review_c4e918eedbed49349a333a93 :: This is expensive, but worth every penny. If you visit the Grand Canyon and can afford it, we recommend you do it. For us it was one, if not the, highlight on our extended US trip ...",True,sentiwordnet_score
uneasy,1,1,"review_28c726804d0b55cac4d79f6a :: The staff is great and it's a great way to see the entire Island which you can't do with a car... However, if you are at all uneasy about flying, you should think twice about going...",True,seed_match
unequivocally,1,1,"review_cc328269f397c07ed0771347 :: I was on the island of Oahu, Hawaii when my plans to visit Pearl Harbor fell through.  I didn’t want to waste one day of our two week vacation and so I decided to research how I co...",True,sentiwordnet_score
unethical,1,1,"review_fb43a7f5682e7abdf9145e38 :: Due to weather we were not able to do the flight we had booked, including landing on a glacier. I understand that the weather cannot be controlled. I do not understand however the ...",True,sentiwordnet_score
unfolds,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
unhelpful,1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl...",True,sentiwordnet_score
unimpressed,1,1,review_46ddfd4445283a6a81911504 :: Booked the Grand Canyon Discovery Tour and very unimpressed with how short the flight time was (less than ten minutes total) with a short photo op stop on a ridge in the canyon.  O...,True,sentiwordnet_score
uninhabited,1,1,"review_cc328269f397c07ed0771347 :: I was on the island of Oahu, Hawaii when my plans to visit Pearl Harbor fell through.  I didn’t want to waste one day of our two week vacation and so I decided to research how I co...",True,sentiwordnet_score
uninterested,1,1,review_feb05c0de2d93e479a274df0 :: all 3 air taxi companies in the area are located close by and they make a similar trip with a landing on ruth glacier or other glacier. this flightseeing trip was absolutely worth ...,True,sentiwordnet_score
unloaded,1,1,review_dcf6ae72be94429a425b9bdc :: We booked tour months ago for our first Alaskan  Cruise.  Had been told seaplane tour was incredible and not to be missed.  We arrived dockside at meeting place. Had to wait 15 min...,True,sentiwordnet_score
unlucky,1,1,review_8294fe79e0415f552542ed94 :: The flight was enjoyable but not earth shattering like promoted! Pilot Patrick was doing a job not actively enthusiastically participating so I’d rate that part as average. Without...,True,sentiwordnet_score
unnerving,1,1,"review_25a5df0aa1c4c82bb9d30e47 :: This was a treat!  I've taken a helicopter tour, which was cool, but sometimes a little unnerving.  If you want a little more metal around your seat area, do this flight.  The ride...",True,wordnet_verb.emotion
unpaved,1,1,review_a0b726bcbd79ffd1083baa7d :: This was the highlight of our trip to Alaska.  The scenery is breathtaking and the glacier landing is really fun too.  Our pilot (Alex) had tons of experience (thousands of hours f...,True,sentiwordnet_score
unpleasant,1,1,"review_7cd1afc1532ba6ca69afe686 :: This company deserves to be given the golden buzzer award for being the worst company in Miami. We paid double the price to reach to the airport, we were left waiting with no one t...",True,sentiwordnet_score
unrivalled,1,1,"review_77341391cb13d175af149c1d :: My wife is not a good flyer, even on a 767, let alone a little Cessna or the like. There was no way I could get her on a helicopter tour, so the doors off experience wasn't going t...",True,sentiwordnet_score
unspoiled,1,1,review_94adaa49f35fc20844991ace :: We took the flight tour of the Misty Fjords Wilderness when our cruise ship was in Ketchikan.  Lesley and her husband who own the business are wonderful to deal with.  They are bot...,True,sentiwordnet_score
unsure,1,1,"review_28c953ed08b054719a0d7ab8 :: Absolutely fabulous!!  10 stars. Exceeded our expectations!  If you are unsure, just book it. I promise you will love it!...",True,sentiwordnet_score
