word,frequency,review_count,example_context
sidewalk,1,1,"review_8ed1f3be39c0df8fa6577cda :: I was traveling alone with my 3 kids all age 9, we were greeted kindly by Lindsey the sales person/manager and things ""seemed"" to be running smoothly and ethically. We boarded our ..."
signature,1,1,"review_b2aa9e3ead866ad927fba1ad :: Excellent flight and right on time, easy check in being no TSA out of Signature Aviation in SLC. The views were amazing along the way and the pilot was super nice and knowledgeable..."
sincere,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
singer,1,1,"review_feb2301965baf7cd372cbd1f :: It's Alyssa Jacey, the singer/songwriter you hosted on the private helicopter tour! I have been MEANING to review this and my only excuse is that I went on tour! I've opened for Br..."
singing,1,1,"review_c43714185be9fff3541d63b5 :: My wife and I got tomfly in the 2 seater with Bruce the owner as our pilot. His love for his island is evident and he is a wealth of information. His singing, maybe not so much :)...."
sings,1,1,"review_dfcd86ff4ae840cc676a44c9 :: This is a perfect way to see the island - from Waimea Canyon to the Napili Coast.  The 6 seater plane offered each of the passengers a window seat with full viewing, and the pilot ..."
sink,1,1,review_3c89be8e6d65c50813baebd9 :: Do not leave Alaska without going on a flightseeing tour with K2 Aviation!  We did a 7 day Alaskan Cruise followed by 4 additional days driving around Alaska and this was the highl...
sinuous,1,1,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ..."
sistine,1,1,"review_4cfbfd070d05b499dd977606 :: There are a few places in the world where pictures just don't work.  The Grand Canyon, the Sistine Chapel, the Dancing House of Prague to name a few.  What you will see on a glacie..."
sith,1,1,"review_b6bd85765d015fa8b2a194ac :: Last Wednesday on a day with a few highish clouds we flew on a tour with Air Ventures of Kaua'i, the most westerly of the tourist-visited Hawaiian islands.  Unlike the standard hel..."
sits,1,1,review_10fbd937c93c8e5b1ea0bd58 :: I traveled to Alaska for my 50th birthday and my experience with K2 sits on the top of my list and we did ALOT. We flew around Denali Mtn. on the 2 hour glacier landing trip. I lov...
sized,1,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther..."
skidded,1,1,"review_c721c20c2006095542a72c18 :: No need to read any further -- just book a flightseeing trip with Talkeetna Air Taxi and if you can, make sure you do the glacier landing by Mt. McKinley. My family and I went up o..."
skiy,1,1,review_c1a3d665ab5d4d3e6f256dfb :: We booked the morning flight over Canyonlands NP before leaving Moab for Mesa Verde. It was a perfect October morning with clear skiy and no movements in the air. Our pilot was ver...
skybridge,1,1,"review_4d633a6e3cc0d71124f97ed0 :: We had one day to visit the Grand Canyon with our young children (ages 4, 6, and 8).  The Adventure tour was well worth the money and was better than expected.  The plane ride, hel..."
skylane,1,1,"review_46fbd74a641d47d1ad9ffaca :: Extremely enjoyable island tour flight with Maka. As a pilot, great to get to fly the Cessna Skylane, thanks to Maka for your confidence!..."
slab,1,1,review_6bb556e3652223af04ca94ba :: Matt U was the most accommodating person as we prepped for our trip into Denali. We stayed three nights at kantishna roadhouse (which was lovely) but we might just stay at the KAT ...
slated,1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your..."
sliding,1,1,"review_3fabab1c18329fdb94e0581c :: The day before my Air Ventures Hi flight, I had an amazing conversation with a helicopter tour across the street. I was the 1st for the next tour which required 6 passengers. No on..."
smackingly,1,1,"review_791f4dfefc56738a79087045 :: My husband and I flew with Andy in a single engine Cessna. It was tiny but what a ride.  We did the South Face McKinley trip but McKinley, whilst pretty impressive, was not the mai..."
smarter,1,1,review_a55ed73fced14a3fddf0a90e :: This is the best activity you can do in Kauai.  Going up in the air lends you access to places people cannot set foot onto otherwise.  I am so glad we booked with Wings Over Kauai....
smartphone,1,1,"review_07e17837fa7e4f13eaff7217 :: If you're on a visit to San Francisco then a Seaplane Adventure is a definite must do. 
Situated about 30' minutes from central San Francisco (pre-booked Seaplane taxi pick-ups ava..."
smelled,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...
smelling,1,1,"review_7cd1afc1532ba6ca69afe686 :: This company deserves to be given the golden buzzer award for being the worst company in Miami. We paid double the price to reach to the airport, we were left waiting with no one t..."
smith,1,1,"review_642bbafb1e1acaeb7b792de8 :: Booked the flight and luau package on the phone (super easy to book), and got a reminder email and phone call the day before the flight. Location is easy to find (right after LIH m..."
smog,1,1,review_8294fe79e0415f552542ed94 :: The flight was enjoyable but not earth shattering like promoted! Pilot Patrick was doing a job not actively enthusiastically participating so I’d rate that part as average. Without...
smoked,1,1,"review_53179d527df5fe91bf19d962 :: We went on the 4th of July with K2 to do a ""fly and hike.""  The lady who was the owner drove us to the lake where we caught the water airplane.  She was really nie and personable. ..."
smokey,1,1,"review_94b2ef2cfc26ea223a228079 :: What a fantastic tour. We were signed up for the Denali Grand Tour with Glacier landing. Due to the wildfires near Fairbanks, the north side of the mountain was smokey. It was a be..."
smoothe,1,1,"review_4527b031d210aa6a5f73a0b7 :: There are 2 companies side by side that offer this, we went with Air Adventures do to availability (the other co I found first but they were booked .. this co was rated exactly the..."
snafu,1,1,"review_f74fc8788a183a65e4089aa5 :: Arrived at the location and there was a scheduling snafu.  Most likely my fault, but it didn't matter -- they called in another pilot just to make sure things went well for us.  Th..."
snagging,1,1,"review_62065bd2615e8936538e71b3 :: You cannot go wrong snagging a flight to the Alaska Mountain Range and Denali up close. While it seems like a scary thing to do, I felt safe 100% of the time. The reward was the cl..."
snd,1,1,review_f389d29ef75b16dd216280d8 :: The flight was a great experience. a real once in a lifetime snd id recommend it to anyone visiting Maui....
sneaker,1,1,"review_88502161ff9ad68f73b4c322 :: Took the Canyon Adventure tour that consisted of a plane ride early AM over the canyon, walk into Antelope Slot, and float ride down the Colorado River.  Expensive, but hands down ..."
snoozing,1,1,"review_169e5a3568f60120e12de242 :: A bike ride over the Golden Gate Bridge, lunch on the waterfront in Sausalito, and a 30 min ride in a vintage aircraft on floats to see the city. This has to be the perfect way to ..."
snorkle,1,1,"review_959621979a903b75e2125d16 :: I never took an airplane tour of any island in HI, but I am so glad I flew with the Wings over Kauai.  Owner Bruce Coulombe was a great guide, knowlegeable of the different vegetat..."
snowed,1,1,"review_477d89c323b7b50a3228a529 :: Took a one hour trip with a glacier landing - K2 McKinley Experience. Weather was mostly clear and we saw Denali, it snowed a little when we landed on glacier. Pilot was great and ..."
sobe,1,1,"review_2062da35ed4dd7befc1089d5 :: Fantastic experience, highly recommend. Pilot was friendly, knowledgeable and fun. I wish I had done it sooner. I will definitely book again next time I'm in Sobe...."
soda,1,1,"review_6c2d1a87ab2b69e1a1dd0847 :: We flew with owner and pilot Bruce of ""Wings over Kauai"", after he was recommended to us by our B&B the day before. It was fantastic, to say the least! Highly recommendable, especi..."
soften,1,1,"review_4768dcf354a32240c2d04616 :: Aside from the opportunity to soak in some gorgeous and dramatic views of the island, the whole-island tour was an especially enjoyable trip for a pilot. I had originally wanted to..."
soil,1,1,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma..."
sol,1,1,"review_0328629dc3c9cd6b2e373080 :: This was a 10 out of 10 experience! Our pilot, Sol, is a native to the area, very experienced, and he had some great stories to tell while we were flying over the Misty Fjords. I c..."
solemnly,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
solstice,1,1,review_184a4890444754938f8cca48 :: We had the most amazing experience on the summer solstice!! The colors were spectacular and Eric was very informative!...
somebody,1,1,"review_e1b356193406a68665231711 :: On our recent trip to Kauai I really wanted to take an aerial tour of the island, but was discouraged by the helicopter companies policy of gouging big people for a ride. I'm 6'6"" ..."
somehow,1,1,"review_ad4c129d7431549c0c82f1a8 :: Three of us signed up for the plane ride about a month in advance. There were really high winds that day (40 mph+), but the company didn't cancel so we went for the ride. 15 minute..."
song,1,1,"review_0ededb1858d9abb48c99e31a :: At the spur of the moment, my friend and I️ decided to take a helicopter tour of the Grand Canyon with Maverick Helicopters. While on a day tour, with Detours of Phoenix, to Sedona..."
