word,canonical_lemma,chinese_translation,emotion_category,frequency_21215,review_count_21215,example_context,in_nrc,in_vader
positively,positively,积极正面地,Unclassified,2,2,review_536e18c70c45f6079ab4ba5b :: Trip was amazing Eric was wonderful positively wonderful take this trip. We love this this is a must do on your trip to Hawaii you say everything....,False,True
offensive,offensive,冒犯的 / 令人不适的,Unclassified,2,2,review_942191570bc6c27e6f1ef0b4 :: My experience was awful. The pilot literally ignored every sentence I had spoken and pretended like we were invisible. He was only friendly to another family that were on the plane...,True,True
primo,primo,一流的 / 顶级的,Unclassified,2,1,"review_50ad674985c5646672bc62e8 :: We dealt directly wit Taquan Air by email to book this rather than through our ship. Much cheaper and really easy to do, they are really easy to deal with directly and are happy to...",False,False
favourable,favourable,有利的 / 良好的,Unclassified,2,2,"review_088122d77a9ff92ab3462c97 :: This was the highlight of my 4 day trip to Kauai. Everyone we dealt with at the company were lovely ,even advising us to change our flight from 24 Nov to 25 Nov as they believed th...",False,False
desperate,desperate,感到绝望迫切的,Unclassified,2,2,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...,True,True
darling,darling,可爱的 / 亲切的,Unclassified,2,2,review_d69b109ba203e4a6c76abb27 :: The Grand Canyon National Park is 18 miles wide and one mile deep and one of the 7 Natural Wonders of The World! I brought my 15 yr old granddaughter on the Canyon Dream trip with ...,True,True
compliant,compliant,顺从的 / 合规安心的,Unclassified,2,2,"review_c110ea1b9e7e9c3f31748a8c :: As we had hoped, this was the highlight of our entire trip, but you need some advance knowledge and preparation.  Read the cancellation policy closely when you book—no refunds for ...",True,False
clever,clever,聪明睿智的,Unclassified,2,2,review_bb3a9cb8ec67e136fcaefc32 :: Had a great time! Cool vintage plane! Perfect amount of time and narration. Oren was a clever guide. Highly recommend. Our teenager loved it....,True,True
bothering,bothering,打扰令人烦心的,Unclassified,2,2,review_681de2d4792f314e3d00d90a :: My husband and I were in Kauai for our honeymoon and we were on the fence about doing an aerial tour.  We opted for the airplane tour with Air Ventures over a helicopter because it...,True,True
animated,animated,生动的 / 活力充沛的,Unclassified,2,2,"review_9a6426dc1c3d9f04489aec57 :: We chose this company to do a flightseeing tour of Denali with glacier 
landing. They were very professsional, prompt in their responses when arranging the tour. I had no doubts as...",True,False
agreeable,agreeable,宜人的 / 令人满意的,Unclassified,2,2,review_e260da5ed867253b4fc60778 :: We flew with Kim from Redtail up to the launch point for our Green river rafting trip. This particular morning was quite challenging in terms of the weather conditions and the extr...,True,True
exhausting,exhausting,令人筋疲力尽的,Fatigue / Exhaustion,2,2,review_8405aa4c5aaa1a8476e0746a :: We took the Grand canyon Airlines scenic tours from the Papillon Helicopter rides.  We opted for the all day airplane ride vs the helicopter as we wanted to be able to walk around ...,False,True
shady,shady,可疑不诚信的,Unclassified,1,1,"review_54ae5b5d8364deffe47809c6 :: My husband and children (18,19) had a great time on this trip!  The early morning plane ride was terrific, and as we had read before, it’s best to sit on the left side of the plane...",True,False
quell,quell,镇定 / 平息（恐惧）,Unclassified,1,1,"review_f5388b1e976e59c78115bdce :: We came for a flight seeing tour of Denali but due to weather weren’t able to fly that day. I wish I had known to check my email on the morning of the trip, it would have saved me ...",True,False
racist,racist,种族歧视的,Unclassified,1,1,review_585fd4de71474864f99ab2f5 :: I had taken a family summer trip for a half hour seaplane with lake landing. The pilot had a terrible and rude attitude and was not willing to provide any conversation. He seemed t...,False,True
regrettably,regrettably,遗憾地 / 抱歉,Unclassified,1,1,"review_aa76425694a5e2a07140dc28 :: We were scheduled to fly over Denali, but weather did not cooperate and pilots had to regrettably cancel flights.  The folks at K2 were very apologetic and understood our disappoin...",False,True
reward,reward,赏心悦目的奖赏体验,Unclassified,1,1,"review_62065bd2615e8936538e71b3 :: You cannot go wrong snagging a flight to the Alaska Mountain Range and Denali up close. While it seems like a scary thing to do, I felt safe 100% of the time. The reward was the cl...",True,True
wasbeautiful,wasbeautiful,美丽动人的（美感）,Unclassified,1,1,"review_e2dc2a31bed85af6df3536af :: We took the Page to Monument Valley, with Ground Tour in October. It was a lovely sunny day. Started from Page airport, which is very small, easy to find, and very informal. There ...",False,False
truthful,truthful,真实可信的,Unclassified,1,1,review_f32161287cbdcd87c87a048a :: Heads up for people booking with K2.  They are eager to book (W/ Glacier Landing) any one of 4 Denali flightseeing trips.  The problem is when you get there (in our case after a 2 ...,True,True
ungodly,ungodly,糟糕恶劣的,Unclassified,1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ...",True,False
unwell,unwell,身体不适的,Unclassified,1,1,"review_ced58d8c691f443c16cbfe37 :: It was beautiful, couldn't see Denali but tried. The pilot was very knowledgeable about glaciers. Some of it was so technical I couldn't follow along but it was really neat. I get ...",True,False
immeasurable,immeasurable,无法估量的 / 极致的,Unclassified,1,1,"review_83fe4d7e7dc015a14d52be74 :: The entire experience was beyond our wildest expectations.  Stan, the pilot, and the K2 office staff were very kind and helpful.  The flight scenery is hard to convey with words......",False,False
whelmed,whelmed,被深深震撼淹没的,Unclassified,1,1,review_73ea364d5cf3ab4aeb05cc52 :: Only negative in th whole trip was the back 2 seats. It was very cramped for me. But the views over whelmed the tight squeeze...,False,False
worthful,worthful,物有所值的,Unclassified,1,1,"review_49d6bd5b0908e91752ac4a6c :: Flying over the Denali National Park and landing on the glacier close to highest mountain of North America is definitely a lifetime experience.

The trip is very expensive but wort...",False,False
miraculously,miraculously,奇迹般地,Unclassified,1,1,review_f32161287cbdcd87c87a048a :: Heads up for people booking with K2.  They are eager to book (W/ Glacier Landing) any one of 4 Denali flightseeing trips.  The problem is when you get there (in our case after a 2 ...,False,False
grumpy,grumpy,脾气暴躁的 / 不悦的,Unclassified,1,1,"review_0007fe1c2b3216a8645c4245 :: After being in Alaska for about a week, we were really looking forward to our float plane ride - as we had already seen so many fly by.  We had an absolutely perfect day for flying...",True,False
hostile,hostile,敌意的 / 恶劣的,Unclassified,1,1,"review_4899b603a9d2f1beb416a798 :: This company does not deliver pleasant experiences.

This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to beco...",True,True
hazardous,hazardous,危险的 / 有隐患的,Unclassified,1,1,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...,True,False
harsh,harsh,严酷恶劣的,Unclassified,1,1,"review_123bf9f58334923a62ba4371 :: We love this air charter tour company and have taken their tours several times while on Kauai. Most of Kauai is not viewable because of the terrain, so seeing the island by air is ...",False,True
grandest,grandest,最宏大的 / 极其壮丽的,Unclassified,1,1,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i...",False,True
gloom,gloom,阴郁忧伤,Sadness / Gloom,1,1,"review_11c9d80933dfc6ee6d645364 :: After poor weather cancelled our flight the first day, we were pleasantly surprised to get to fly the following morning.  Weather on the mountain was stunning, especially compared ...",True,True
flaky,flaky,不靠谱的 / 经常取消的,Unclassified,1,1,"review_07a4d180b1c3927f6d90e08e :: Booked direct, over two months in advance. With only a couple hours to go before our flight they tell us it's cancelled, since not enough people signed up for the time slot. They o...",False,False
disrespectful,disrespectful,无礼的 / 冒犯的,Unclassified,1,1,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu...",True,False
dismay,dismay,感到沮丧吃惊,Disappointment / Distress,1,1,review_b3611bb117be728e25d5ddec :: We had booked the 11 am tour online even before we reached Kauai. We called ahead and the person who answered told us we could come by 10:45 am or so. We reached round about then o...,True,True
decency,decency,礼貌体面 / 服务缺乏礼貌体面,Unclassified,1,1,"review_af08902c4c1b7326756e9e93 :: In a nutshell, the views of Mckinley were stunning however the pilot, a gentleman from Pennsylvania, exhibited the height of rudeness. And no, I'm not misunderstood. He was blatant...",True,False
bluntly,bluntly,直言不讳地,Unclassified,1,1,"review_23cf34800c98795a842db371 :: So I bought 4 Groupons at $75 for our family (a total of $300) when we visited Miami in June 2012. The booking process was very easy. They answered the phone promptly, had our Grou...",False,False
bluest,bluest,最湛蓝的（极致景色）,Unclassified,1,1,"review_a0e5554c9ea393f975ce70db :: Eric, my son, Tina his wife, and I were happy that we had added a Talkeetna Air Taxi flight that included a glacier landing to our itinerary. That flight was awesome to Mt. Denali,...",False,False
askance,askance,怀疑斜视地（不信任）,Unclassified,1,1,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu...",False,False
zing,zing,刺激快感,Unclassified,1,1,"review_1e0c948582ed23b06a40f486 :: So glad i decided to do this tour at the last minute ! It was A-MA-ZING !!! The pilot was awesome ! Friendly staff :)  Highly recommend when in Talkeetna. 
Bucketlist checked :)...",False,False
